,review_text,is_spoiler
254,"Ежи Эдигей настолько часто вдохновляется Агатой Кристи, что первооснова и  личность убийцы понятны буквально с первых строк. Действие перенесено из Польши в Швецию, при этом жертва преступления - полька по происхождению, юные годы проведшая в Освенциме. Если в остальных книгах автора, присутствовали следы Второй мировой вроде упоминания об участии персонажей в Сопротивлении, то сюжет ""Пансионата на Страндвеген"" строится на поиске ушедшего от правосудия нацисткого преступника. Забавно читать, как автор наделяет полицейских тихого буржуазного государства манерами родных ему милиционеров. Вряд ли бы убийство миллионерши поручили бы расследовать молодому инспектору. В таком случае обычно задействуют целый штат опытных сотрудников и экспертов. Ну и вряд ли в Швеции было возможно хамское отношение полицейского к юной горничной вроде давления при допросе, грубости, принуждения к интервью прессе и т.п. Расстояние от места преступления до полицейского участка - всего 10 км, но трое полицейских селятся в пансионате. Интересно, где можно заставить представителя малого бизнеса кормить и обихаживать гос.служащих за свой счет? Вряд ли богатая женщина, имеющая возможность свободно передвигаться по миру, выбрала бы для отдыха скромный семейный пансионат для среднего класса. Эдигей, как всегда, несилен в материальных доказательствах. Отпечатки пальцев наверняка взяли у всех гостей пансионата, не надо было специально ничего придумывать. Убийца не мог допустить ошибку в форме, так как по профессии был связан именно с данной сферой. Любопытный образчик детективного романа социалистического периода с натянутыми уликами.",0
255,"- Лавр- Евгений Водолазкин - жанр: роман-житие- 448 стр.<""Можно умереть, будучи ещё живым.""<""Всякая встреча больше чем расстование. До встречи - пустота, ничто, а после расстования пустоты уже не бывает. Встретившись однажды, полностью расстаться уже невозможно.""8/10_______СЮЖЕТ Время действия очень условны. С одной стороны - это Русь 15 века. С другой - периодически полотно времен как бы надрывается, и мы вдруг резко начинаем слышать современную речь и даже иногда видим события, которые произойдут много столетий позже. Но основные события всё же у нас на Руси 15 века. Мы наблюдаем за жизнью Арсения. Его  родные когда-то давно умерли от чумы. Его вырастил травник, научил своему искусству. И быть бы Арсению травников, уважаемым человеком во круге, но в его жизнь приходит любвь. А дальше случились просто ужасные вещи. И пусть они ужасны сами по себе, но то, в каких красках автор описывает всё ЭТО - просто ужас. Здесь у меня конечно волосы на голове немного зашевелились...А дальше начинается совершенно другая жизнь. Я бы сказала, жизнь за троих. Арсения-травника больше нет. Теперь перед нами настоящий Врач, сражающийся с чумой и часто побеждающий.  Он верит, что спасая других может как-то искупить, отмалить свой страшный грех. ПЕРСОНАЖИ Перед нами роман-житие, а значит центральная фигура здесь одна. Да, но не совсем. Наш герой за свою жизнь проживает несколько стадий (жизней). Он как бы перерождается из одного в другого. Вначале он травник, потом врач, потом  юродивый, далее поломник, монах и наконец отшельник - всё это этапы жизни нашего героя. Каждый этап необходимо прожить, преодолеть, вынести урок. АТМОСФЕРА Ох, и не простая история! Как шкатулка с секретом. В ней много всего и темы очень глубокие, что одним отзывом маштаб не охватить. Но! Этот роман может вызвать отторжение.  Есть в нем вещи, о которых не хочешь думать, не хочешь знать, которые вызывают ужас... и жалость. С другой стороны, читая это, начинаешь понимать героя.ОБЩЕЕ ВПЕЧАТЛЕНИЕ Сильная книга. Достаточно сложная. Вопросы веры, греха и прощения красной нитью проходят через весь роман. А ещё я заметила, что Водолазкину нравится идея нелинейности времени. Что-то похожее было в его романе ""Авиатор"", но не совсем.  Здесь автор выдвигает идею того, что все события прошлого, будущего и настоящего происходят параллельно, но как бы в разных реальностях. Не знаю,  не мне о таких вещах серьёзно рассуждать, а тем, кто занимается квантовой физикой, но по фантазировать не грех. )) Что касается романа ‐ не для всех. Если хочется начать знакомство с творчеством автора, то лучше начинать не с него, а, к примеру, с ""Авиатора"".",0
256,"«Павел Судоплатов» — это один из «брендов» среди персонажей истории тайной войны эпохи СССР. Именно его имя, а не реальный человек. Так в большинстве российских романов на темы «попаданцы на фронт и в тыл ВОВ», ну или просто военных приключений, если среди персонажей книги Павел Судоплатов, то это мудрый гроссмейстер тайной войны или талантливый диверсант и ликвидатор. Хотя обычно первое. Если брать сегмент воспоминаний, то там спрос на книги, где указано имя Павел Судоплатов на обложке стабильно высокий. Хотя я бы не стал утверждать, что все написанное в этих книгах — истина. Забавно, но при этом есть лишь три его биографии. Одна из них была издана в середине «нулевых» и больше не переиздавалась. Другая была опубликована в 2022 году, но с ней одна проблема — примерно половина или 2/3 ее объема рассказывает не о самом Павле Судоплатове, а о его коллегах по Лубянке. Что не удивительно. Автор лет 20 специализируется на публикации одних и тех же биографий советских разведчиков в разных издательствах. Третья книга: «Волкодав Сталина. Правдивая история Павла Судоплатова» Александра Севера. Чем интересна книга — автор, насколько возможно, даже есть ссылка на документы из архива, рассказал достаточно подробно и объективно о Павле Судоплатове. И в какой-то мере развенчал его мифологизированный образ.
Рекомендую для прочтения. сообщество ВКонтакте «Разведка и контрразведка. Новости, кино и книги»",0
257,"Самостоятельная жизнь влечет множество открытий. Стоило Еве уехать из родных мест на новое место жительства, как ее жизнь перестала быть скучной. Ева - молоденькая девушка, ничего загадочного не помнящая, ничего страшного не делающая, только вот люди ее сторонились, да к знахарке периодически ходила, чтоб проклятье подавить. А в целом жила, окруженная родительской любовью и особо проявлением  инициативы не страдающая. На новом месте она невольно взрослеет, как-то справляется с трудностями, у Евы появляются друзья, а еще она начинает видеть призраков. Один такой призрак просит у Евы помощи в упокоении. Справится ли она? В голове у Евы множество сомнений, но все они исчезают, когда она узнает правду о себе. Интереснейшая история! Читается залпом, герои загадочны, их историю хочется узнать. ""Сомбер – романтик до мозга костей, погруженный в мир внутри себя. Но Шут… загадочный, ехидный арлекин, скрывающий за своим ребячеством, вероятно, что-то очень личное. А может, и нет. Однозначно Ева поняла одно – дураком Шут точно не был."" Шут - эталон мужчины, покоряет с первого действия. Он знает, чего хочет, и идет к своей цели, попутно оберегая свою любимую от неверных действий.  Вообще сама теория наличия трех личностей в одном теле очень интересна.  Я сначала  искала там признаки сумасшествия, но оказалось все гораздо интереснее. История с Дарием и его воплощением приобрела совершенно другой смысл,  развернув отношение к нему на 180 градусов. Капитан и Мориус сами по себе интересные личности, вплетение их историй в сюжет филигранно красиво, а  повороты его(сюжета) очень даже  неожиданны. Одним словом, жду продолжения.
Рекомендую к прочтению/прослушиванию, благо книга есть в любом формате: бумажном, электронном и аудио. Источник",0
258,"Когда читаешь серию Звезды мирового детектива, то настрой конечно же на определенную интригу и расследование с самого начала. Тут ситуация очень интересная. Жибель здорово экспериментирует с формой. Роман толстячок четко делится на 2 части. И мог бы быть дилогией о Марианне да Гревиль. Почему автор предпочла сделать его таким большим монолитом не понятно. По сути у нас два романа, первый эта эдакая «тюремная сага» а второй роман остросюжетный детектив. В первой части романа события почти не развиваются, это до боли мучительная история о пытках в тюрьме молодой преступницы Марианне и любовной истории. Читая роман до 400 страниц тебя не покидает уверенность что все это будет тянуться до последней страницы и уже подумываешь, а стоит ли этот кирпич грызть дальше? К счастью для читателя стоит! Однозначно стоит! Так как события второго условно говоря романа невероятно динамичные а детективная линия очень интересная и сложно будет оторваться от книги не дочитав книгу до конца! Сюжет естественно пересказывать не буду. Не смотря на обилие жестких сцен и 18+ книга читается легко и слог у автора не тяжелый, перевод хороший. Рекомендую автора! Маленький минус за затянутость 1-й тюремной части. ",0
259,"Это просто Искра. Буря.Безумие. Стоит сказать, что я ничего не знала о Хичкоке, Мотеле Бейтса и о самом Бейтсе.  Мне просто скинули книгу,как участнику “Долгой прогулки” и я начала читать. Я даже аннотацию не изучала. Первой я начала “Психо”. У меня не было цели удивляться, у меня была цель поскорее закончить. Но, вы же это читали? Как можно остаться равнодушным? Когда мать главного героя убивает девушку, то это будто даже ожидаемо. Автор изначально показывает нам, что у женщины есть проблемы с головой. А у главного героя с алкоголем и матерью. У убитой девушки проблемы с женихом и законом. Все проблемные. И все в итоге плохо заканчивают. Но вернемся к середине книги. К тому месту, когда сестра убитой девушки узнает, что мать Бейтса мертва уже давно. Так кто же тогда убийца? В финале читатель конечно же это узнает. И я узнала. И все сразу встало на свои места. Вторая история “39 ступеней” про мужчину, который хотел спасти мир. И у меня после Психо к ней были большие запросы. Думала, что это будет что-то подобное. Может быть поэтому я так расстроилась, когда она не оправдала моих надежд. Вроде бы все, что нужно для хорошей истории есть, а хорошей истории не получилось.",0
260,,0
261,"Эта книга имеет заколеяющий эффект и способна мотивировать на действия лучше любой ""литературы посвященной эффективности"". Так как читая о том дне на которое падает Генри Чинаски (Альтер эго самого Буковски) понимаешь что без самодисциплины и абиций жизнь способна стать серым колесом сансары в виде массы повторяющихся работ. Именно описание этих мест по созвучие схожих со слов раб будет занимать процентов 70, и в этом тоже можно найти для себя пользу и если вы держитесь зубами за работу боясь её потерять и не найти альтернативу, то здесь можно увидеть как Генри абсолютно холоднокровно совершает действия которые ведут его к увольнению даже с хороших робот. Также если вы боитесь совершать ошибки и получать отказы в этом вам также может помочь опыт Чинаски который проходит массу собеседований и часто получает,как лезвия бритвы острые отказы.  Эту книгу стоит читать, когда вы на эмоциональном дне она способна помочь вылезти, но будьте осторожны в ней есть переодически неприятные описания которые часто сопровождают контркультурную литературу. ",0
262,"Чтец
Бернхард Шлинк
Оценка 5+
***
Эту книгу стоит прочитать тем кто: Хочет увидеть мальчика на перепутье и зрелую женщину, попавшую в капкан собственных ошибок... Не шокируют вопросы морали в отношении любви 15-летнего мальчика и 30-летней женщины. Тому кто не кидается тухлыми помидорами в ""Лолиту"" Набокова и понимает где разница между искусством хорошего сюжета и пошлой оберткой для прокрученной книги... Хочет увидеть войну со стороны нового поколения немцев, которые о ней узнали лишь когда она закончилась... Неравнодушен к страданиям других и не может закрыть глаза на равнодушие близкого любимого человека. Точка пересечения любви и вопросов нравственных это точка не возврата... Любит изящную прозу нетривиальной любовной линией. Тому кому претит вульгарные и пошлые описания секса, морали и этики... Уверен что по книге можно снять великолепную экранизацию. Чтец прекрасен и в печатном виде, и в экранном... Для кого слова ""мировой бестселлер"" значит действительно многое... Не боится слов ""Освецим"" и ""холокост"". Считает, что любую историю надо помнить, не закрывать глаза на черные пятна прошлого - для того чтобы ее не повторять и учиться не на своих ошибках, а прошлых поколений...",0
263,"Приём автора ""а что было дальше, догадайтесь сами"" как-то не очень добр по отношению к читателям, которые хотят ""знать правду"" :-)",0
264,"Прежде всего, кратко о том, что такое «новое религиозное сознание». Начало ХХ века часто называют временем русского религиозного ренессанса – как раз тогда к религии и связанным с ней философским, творческим и жизненным вопросам обратилась русская интеллигенция. Прежде она (интеллигенция) традиционно считалась атеистической, а атеизм был частью джентльменского набора вольнодумца и политического оппозиционера. Одновременно, как вы знаете, происходит стремительный взлёт русского искусства, его обращение к разным современным течениям – тот самый серебряный век русской культуры. И такая синхронность неспроста. В творческих и религиозных поисках отчасти задавали тон одни и те же люди. И религиозные ориентиры творческой интеллигенции предсказуемо были весьма далеки от традиционного православия. В самом конце XIX века Дмитрий Мережковский и его супруга Зинаида Гиппиус (оба – видные писатели-поэты-символисты) загорелись идеей создать «новую Церковь», которая приблизила бы наступление «эпохи Третьего Завета» (или «царства Святого Духа»), путём пересмотра христианских догматов преодолев присущий современной христианской религии (по мнению Мережковского) разрыв между «духом» и «плотью». Понятие «плоть» трактовалось широко и охватывало много всего, от светской культуры и искусства до сексуальных отношений). В орбиту «церкви» Мережковских в разное время и в разной мере вовлекались многие их знакомые: критик Дмитрий Философов, будущий историк церкви Антон Карташёв, мыслитель Василий Розанов, поэты Александр Блок и Андрей Белый и так далее. Идеей «нового религиозного сознания» (оно же «неохристианство», оно же «церковь Третьего Завета») были пронизаны Религиозно-философские собрания и Петербургское Религиозно-философское общество. Во время революции 1905-1907 гг. мечты о «новой церкви» дополнились идеей о необходимости «религиозной революции», которая должна покончить со старым миром. Николай Александрович Бердяев в какой-то момент тоже тесно сошёлся с Мережковским и Гиппиус и разделял многие их идеи. В книге «Новое религиозное сознание и общественность», которая впервые вышла в 1907 году, он выступает не как философ, а скорее как идеолог и апологет этого идейного течения. Как и в любом идеологическом трактате, здесь много красивых и пафосных фраз о Правде, Духе, Любви и так далее. Много резкой и зачастую справедливой критики самодержавного государства, подчинившейся этому государству православной церкви а также атеистического социализма (прежде всего, марксистского учения: к социализму в целом Бердяев, сам вышедший как раз из марксизма, относился весьма неплохо). Много в этой книге и разных «тёмных мест», где мысль автора не вполне ясна, хватает и разных логических несостыковок, подмеченных современниками. И очень мало конкретики: каким же образом должно осуществиться чаемое начало «эпохи Святого Духа» и на каких основаниях должны будут строиться общественные отношения после «религиозной революции»… Закончу очерк тем, что спустя недолгое время после выхода этой книги пути Бердяева и Мережковских разошлись. Николай Александрович был недоволен политической радикализацией супружеской четы, их попытками найти «религиозное оправдание» для революционного террора и обратить в свою веру известного революционера-террориста Бориса Савинкова. Из идейных союзников они быстро стали оппонентами. Впрочем, для этой эпохи это совершенно нормальная история. мой ламповый канал о книжках",0
265,"- В том то и дело, Джозеф! В том то и дело, что большинство современных людей видят здесь лишь пустыню, бессмысленное пространство, лишённое цели. Но такие как я, Джозеф, в этом пространстве видят возможность. - Какую возможность? - заинтересовался Джозеф, чуть взбодрившись. - Возможность победить, Джозеф. Возможность победить Могу согласиться с прошлыми рецензентами, книга далеко не однозначная. Изначально, она может показаться странной, потом кардинально поменять отношение к себе, или нет... Утопическая задумка, довольно интересная. Читается книга на одном дыхании, но все предлагаю оставлять время на раздумья.  С этой книгой просто так не расстаться. Она по своему красива, и далеко не каждый заметит эту красоту. Признаю, первое время мне самой хотелось немного высказать недовольство... потом же сюжет раскрылся с иной стороны.  и читать стало в разы интереснее. Я заметила уйму отсылок к реальности, но это могло только показаться.. ничего утверждать не буду. Задумка крута, интересна, и необычна.  Стиль дзен, буддизм, встречается не часто, и читая эту книгу получилось не только задуматься о важных вещах, но и получить немного душевного спокойствия.  Книга может заставить взглянуть на привычные вещи с другой стороны. Героям чуть не хватило убедительности, где-то бы добавила чуть больше описаний, но в целом... можно сказать, что и такой подачи вполне хватило, чтобы все представить. Хорошая книга.",0
266,"Книга Л. М. Ляшенко «Два брата на российском престоле» - новейшая, но, увы, не лучшая монография о правлении императоров – Александра I и Николая I, которую я приобрёл за конскую цену в книжном магазине «Москва». Работа в целом компилятивная, основанная исключительно на опубликованных источниках и трудах других авторов. Поэтому и каждая часть книги сильно зависит от имеющейся историографической базы. Возможно, поэтому главы об Александре I выглядят интереснее и в плане привлечённой литературы, и в том, что касается каких-то авторских наблюдений. Тем более, что раньше Леонид Михайлович уже писал биографию Александра Павловича для малой серии ЖЗЛ. Главы о Николае I, оценки его личности и правления, выдержаны в традициях классической либеральной историографии и вряд ли удивят читателя какими-то новыми выводами. Удивило и отсутствие некоего сравнительного анализа двух продолжительных и значимых для российской истории царствований. Для чего тогда нужно было объединять под одной обложкой две разных истории. Для объёма? Хватает претензий и к авторскому стилю повествования. Понятно, что книга писалась скорее для широкого круга читателей, но всё же излишняя «болтливость», какой-то назойливый внутренний диалог с читателем, не всегда удачно подобранные эпиграфы и особенно (что меня раздражало больше всего) – вот эти авторские уточнения (и отступления) в скобках, - изрядно утомляют. Нас ещё на 1 курсе отучали так писать. И напоследок ещё один привет издательству «Вече». Помимо цены, удивили некоторые особенности оформления. Прекрасная обложка, симпатичная вклейка иллюстраций, при этом излишне затейливые «исконно русские» шрифты в заголовках и совершенно по-дурацки оформленные ссылки! В общем, двойственные впечатления от сего издания, а в целом вердикт по книге такой: местами интересная, но к прочтению необязательная. мой ламповый канал о книжках",0
267,"Волшебник Земноморья— первый роман из цикла о фантастическом архипелаге Земноморье писательницы Урсулы Ле Гуин . Книга издана в 1968 году и сразу стала лауреатом премии Boston Globe — Hornbook Award. В детстве это произведение прошло мимо меня, но слышав очень много положительных отзывов и увидев книгу в ТОП-100 мирового фэнтези, добавила его в список.  Сюжет Главный герой романа — мальчик по имени Дьюни, проживающий в небольшой деревне на острове Гонт архипелага Земноморье в вымышленном мире. Тетка Дьюни — малообразованная деревенская ведьма, заприметившая талант племянника к колдовству и научившая его азам магии, которыми владела сама. Одним из таких азов было подчинение животных, которым мальчик овладел особенно хорошо. За что получил прозвище Ястребок. В подростковом возрасте Дьюни с помощью магии помог защитить родную деревню от вторжения вооруженных захватчиков. Слух о его геройском поступке достигает ушей мудрого мага Огиона Молчаливого, и тот приглашает мальчика стать его учеником. Он же дает ученику истинное тайное имя Гед. Но неспешное обучение у старого отшельника не по вкусу прыткому юноше. Он хочет быстрее овладеть тайными знаниями и практической магией. Поэтому по предложению учителя Гед-Ястребок отправляется на остров Рок в школу магии Земноморья, где сталкивается с простой истиной, что самый опасный враг для тебя, порой, — ты сам. Впечатления Ведьмак, вернись! Я все прощу! Если серьезно, то от классики, окруженной ореолом хвалебных отзывов, я ждала большего. Давайте сначала о хорошем. У автора получилось создать интересный и самобытный мир волшебства. Магия основана на знание истинных имен предметов, людей, животных и растений. Это знание и является ключом к трансформации и управлению тем или иным явлением или существом. Это круто. Отсылает нас к суевериям, что имя, данное человеку при крещение должно остаться в тайне и таким образом человек получает защиту от нечисти и жаждущих его сглазить колдунов. Описание мира мне тоже понравилось. А вот то, что не понравилось вовсе. Во-первых, трудно перевариваемые предложения. Один абзац - одно предложение и так до бесконечности. Вы серьезно? И ладно бы там была ну хоть какая-то динамика, хоть капелюшку. Нет. Не заслужили. В общем, читать сложно. Во-вторых, давненько меня так не бесили главные герои. Нет, я понимаю, что подросток, но на столько зарвавшийся и поверивший в себя? Мне кажется, что будь это в реальности, такому вот недалекому молодому человеку по башке бы настучали прежде, чем он успел бы сунуться в такие глубины, что для его спасения потребовалась жизнь опытного мага. Должна быть какая-то система защиты от таких вот товарищей. Его вообще магии учить было нельзя с таким характером! В-третьих, я все время вспоминала реплику редактора из фильма «В поисках капитана Гранта»:— Читатель не хочет, чтобы его поучали! Читатель хочет, чтобы его развлекали! Тут же... Может это личное, но у меня сложилось ощущение, что автор читает мне лекцию о нравственности в духе философов Возрождения. Да, блин, в Хрониках Нарнии и то такого не было! Хотя книга позиционировалась автором, как переписанная Библия. С теми же идеями и посылами. В общем, идеи и сюжет отличные, но воплощение ужасно скучное, для жанра. Не мое. Рада, что ознакомилась, непременно что-то для себя поняла. Как-то так. Справедливости ради, слышала, что следующие книги цикла поживее, но проверить это пока не готова.   Источник",0
268,"Только сегодня дочитал «Глазами клоуна» и меня переполняет целая гамма эмоций-от раздражения, до восторга. Попытаюсь в них разобраться, а заодно поведаю вам об этом романе. Сюжет внешне, как во многих классических произведениях прост и незатейлив-мы знакомимся с Гансом Шниром, клоуном, который приезжает к себе домой, в Бонн. Он больше не может выступать  потому что травмировал колено. Весь роман, по-сути своей представляет описание одного дня из жизни Ганса. День этот-непростой. Он наполнен воспоминаниями главного героя, удивительно ярких и живых даже по прошествии многих лет. Надо сказать, что уже во второй раз ловлю себя на мысли, что неплохо бы Белля экранизировать, думается, вышло бы здорово. Сами посудите: на страницах романа мы увидим  детство Ганса, приходящееся на эпоху Второй мировой. Увидим и поймем, что несмотря на то, что наш герой вырос в семье миллионера, он редко бывал счастлив, а единственный близкий ему человек погибает в последний год войны. Брат Лео, близкий по духу в детстве, со временем отдаляется все больше и больше теряя с Гансом духовную связь. Чувствуется, что Лео любит брата, готов отдать ему карманные деньги, но теплоты меж ними в настоящем я не нашел. Мама и папа главного героя с предубеждением смотрят на выбранное сыном поприще, никак не пытаясь его понять. Мама даже отрекается от сына в определенный момент времени. Понятно, что ни о каком доверии говорить не приходится и когда Шниру нужны средства он справедливо полагает, что родители-последние, у кого он мог бы попросить денег. Что это, как ни проблема отцов и детей? Мы видим и глубокие личные переживания главного героя-от него уходит к другому любимая девушка, так и не сумевшая примириться с тем, что они живут «во грехе» и официально не женаты. Думается мне, что хоть она и была к нему привязана, но никогда не любила героя по - настоящему, иначе как объяснить ее уход? Впрочем с этим сюжетом, уходом Марии, связано для меня одно из самых раздражающих, до зубовного скрежета, мест (тем) произведения-тема религии. Ооо, ну зачем так много? Я понимаю, что автор показывает глазами атеиста косность, напыщенность и пороки католической церкви, но порой это просто невыносимо читать. Внутренние переживания героя выливаются в неоправданную жалость к себе ги он ноет и ноет и ноет…так иногда и хотелось заорать: «Соберись, соберись, не будь тряпкой!!!». Роман заставляет читателя размышлять над самыми разными проблемами-тут у нас и лицемерие новоиспеченных немецких политиков, во время оно певших дифирамбы гитлеровскому режиму и пропасть между богатыми и бедными и восприятие искусства людьми из разных социальных слоев и многое другое. Этим роман меня и подкупил, он чем-то напоминает многогранный куб, каждая грань которого это новая проблема или взгляд на нее. И она не просто есть-она заставляет тебя рефлексировать, искать свой собственный ответ и порой  даже спорить с самим собой. Это подкупает и заставляет дочитать роман до конца, несмотря на то, что веселыми эти буковки назвать сложно-они щедро сдобрены меланхолией опустошенного человека,  основательно потерявшего веру в людей. Смело читайте роман. Если вы-любите размышлять над проблемами и не боитесь неспешности повествования и упаси вас бог от чтения если религия и ее догмы- для вас больное место в литературе. Моя оценка 4 из 5.",0
